Time,Distance,PID
4907.886,-7.0,0.0
4907.887,-7.0,0.0
4907.887,-7.0,0.0
4907.888,-7.0,0.0
4907.889,-7.0,0.0
4907.89,-7.0,0.0
4907.89,-7.0,0.0
4907.891,-7.0,0.0
4907.896,-7.0,0.0
4907.897,-7.0,0.0
4907.898,-7.0,0.0
4907.899,-7.0,0.0
4907.899,-7.0,0.0
4907.901,-7.0,0.0
4907.906,-7.0,0.0
4907.908,-7.0,0.0
4907.909,-7.0,0.0
4907.91,-7.0,0.0
4907.913,-7.0,0.0
4907.914,-7.0,0.0
4907.915,-7.0,0.0
4907.917,-7.0,0.0
4907.918,-7.0,0.0
4907.922,-7.0,0.0
4907.923,-7.0,0.0
4907.924,-7.0,0.0
4907.926,-7.0,0.0
4907.929,-7.0,0.0
4907.931,-7.0,0.0
4907.932,-7.0,0.0
4907.933,-7.0,0.0
4907.935,-7.0,0.0
4907.936,-7.0,0.0
4907.938,-7.0,0.0
4907.939,-7.0,0.0
4907.941,-7.0,0.0
4907.943,-7.0,0.0
4907.944,-7.0,0.0
4907.946,-7.0,0.0
4907.947,-7.0,0.0
4907.952,-7.0,0.0
4907.954,-7.0,0.0
4907.955,-7.0,0.0
4907.957,-7.0,0.0
4907.963,-6.0,0.0
4907.964,-6.0,0.0
4907.965,-6.0,0.0
4907.966,-6.0,0.0
4907.966,-6.0,0.0
4907.967,-6.0,0.0
4907.969,-6.0,0.0
4907.97,-6.0,0.0
4907.971,-6.0,0.0
4907.971,-6.0,0.0
4907.972,-6.0,0.0
4907.973,-6.0,0.0
4907.974,-6.0,0.0
4907.979,-6.0,0.0
4907.98,-6.0,0.0
4907.981,-6.0,0.0
4907.982,-6.0,0.0
4907.983,-6.0,0.0
4907.983,-6.0,0.0
4907.984,-6.0,0.0
4907.989,-6.0,0.0
4907.99,-6.0,0.0
4907.991,-6.0,0.0
4907.992,-6.0,0.0
4907.992,-6.0,0.0
4907.993,-6.0,0.0
4907.994,-6.0,0.0
4907.999,-6.0,0.0
4908.001,-6.0,0.0
4908.002,-6.0,0.0
4908.004,-6.0,0.0
4908.006,-6.0,0.0
4908.007,-6.0,0.0
4908.009,-6.0,0.0
4908.01,-6.0,0.0
4908.013,-6.0,0.0
4908.015,-6.0,0.0
4908.016,-6.0,0.0
4908.018,-6.0,0.0
4908.019,-6.0,0.0
4908.022,-6.0,0.0
4908.024,-6.0,0.0
4908.025,-6.0,0.0
4908.027,-6.0,0.0
4908.028,-6.0,0.0
4908.029,-6.0,0.0
4908.031,-6.0,0.0
4908.032,-6.0,0.0
4908.035,-6.0,0.0
4908.036,-6.0,0.0
4908.037,-6.0,0.0
4908.039,-6.0,0.0
4908.04,-6.0,0.0
4908.046,-6.0,0.0
4908.047,-6.0,0.0
4908.048,-6.0,0.0
4908.05,-6.0,0.0
4908.052,-6.0,0.0
4908.053,-6.0,0.0
4908.055,-6.0,0.0
4908.056,-6.0,0.0
4908.061,-4.0,52.0
4908.061,-4.0,0.0
4908.072,-4.0,0.0
4908.073,-4.0,0.0
4908.074,-4.0,0.0
4908.075,-4.0,0.0
4908.078,-4.0,0.0
4908.078,-4.0,0.0
4908.079,-4.0,0.0
4908.08,-4.0,0.0
4908.081,-4.0,0.0
4908.082,-4.0,0.0
4908.082,-4.0,0.0
4908.083,-4.0,0.0
4908.084,-4.0,0.0
4908.085,-4.0,0.0
4908.086,-4.0,0.0
4908.086,-4.0,0.0
4908.087,-4.0,0.0
4908.088,-4.0,0.0
4908.089,-4.0,0.0
4908.091,-4.0,0.0
4908.091,-4.0,0.0
4908.092,-4.0,0.0
4908.093,-4.0,0.0
4908.094,-4.0,0.0
4908.095,-4.0,0.0
4908.095,-4.0,0.0
4908.101,-4.0,0.0
4908.102,-4.0,0.0
4908.104,-4.0,0.0
4908.105,-4.0,0.0
4908.107,-4.0,0.0
4908.109,-3.0,53.0
4908.11,-3.0,0.0
4908.121,-3.0,0.0
4908.125,-3.0,0.0
4908.126,-3.0,0.0
4908.127,-3.0,0.0
4908.129,-3.0,0.0
4908.13,-3.0,0.0
4908.132,-3.0,0.0
4908.133,-3.0,0.0
4908.134,-3.0,0.0
4908.137,-3.0,0.0
4908.138,-3.0,0.0
4908.139,-3.0,0.0
4908.141,-3.0,0.0
4908.142,-3.0,0.0
4908.149,-3.0,0.0
4908.15,-3.0,0.0
4908.151,-3.0,0.0
4908.157,-3.0,0.0
4908.158,-2.0,57.0
4908.16,-2.0,0.0
4908.172,-4.0,-51.0
4908.174,-4.0,0.0
4908.185,-4.0,0.0
4908.186,-4.0,0.0
4908.187,-4.0,0.0
4908.187,-4.0,0.0
4908.188,-4.0,0.0
4908.189,-4.0,0.0
4908.194,-4.0,0.0
4908.196,-4.0,0.0
4908.197,-4.0,0.0
4908.199,-4.0,0.0
4908.204,-4.0,0.0
4908.205,-4.0,0.0
4908.207,-4.0,0.0
4908.208,-4.0,0.0
4908.211,-4.0,0.0
4908.212,-4.0,0.0
4908.213,-4.0,0.0
4908.215,-4.0,0.0
4908.216,-4.0,0.0
4908.22,-4.0,0.0
4908.221,-4.0,0.0
4908.222,-4.0,0.0
4908.224,-4.0,0.0
4908.23,-4.0,0.0
4908.231,-4.0,0.0
4908.233,-4.0,0.0
4908.234,-4.0,0.0
4908.238,-4.0,0.0
4908.239,-4.0,0.0
4908.24,-4.0,0.0
4908.242,-4.0,0.0
4908.243,-4.0,0.0
4908.245,-4.0,0.0
4908.246,-4.0,0.0
4908.247,-4.0,0.0
4908.25,-4.0,0.0
4908.251,-4.0,0.0
4908.252,-4.0,0.0
4908.254,-4.0,0.0
4908.255,-4.0,0.0
4908.261,-4.0,0.0
4908.263,-4.0,0.0
4908.264,-4.0,0.0
4908.265,-4.0,0.0
4908.27,-4.0,0.0
4908.27,-4.0,0.0
4908.271,-4.0,0.0
4908.272,-4.0,0.0
4908.273,-4.0,0.0
4908.274,-4.0,0.0
4908.274,-4.0,0.0
4908.275,-4.0,0.0
4908.28,-4.0,0.0
4908.281,-4.0,0.0
4908.282,-4.0,0.0
4908.282,-4.0,0.0
4908.283,-4.0,0.0
4908.284,-4.0,0.0
4908.285,-4.0,0.0
4908.287,-4.0,0.0
4908.288,-4.0,0.0
4908.288,-4.0,0.0
4908.289,-4.0,0.0
4908.29,-4.0,0.0
4908.291,-4.0,0.0
4908.291,-4.0,0.0
4908.295,-4.0,0.0
4908.296,-4.0,0.0
4908.298,-4.0,0.0
4908.299,-4.0,0.0
4908.302,-4.0,0.0
4908.304,-4.0,0.0
4908.305,-4.0,0.0
4908.307,-4.0,0.0
4908.308,-4.0,0.0
4908.309,-4.0,0.0
4908.311,-4.0,0.0
4908.312,-4.0,0.0
4908.314,-4.0,0.0
4908.316,-4.0,0.0
4908.317,-4.0,0.0
4908.319,-4.0,0.0
4908.32,-4.0,0.0
4908.326,-4.0,0.0
4908.327,-4.0,0.0
4908.328,-4.0,0.0
4908.33,-4.0,0.0
4908.331,-4.0,0.0
4908.337,-4.0,0.0
4908.338,-4.0,0.0
4908.339,-4.0,0.0
4908.341,-4.0,0.0
4908.343,-4.0,0.0
4908.345,-4.0,0.0
4908.346,-4.0,0.0
4908.347,-4.0,0.0
4908.351,-4.0,0.0
4908.352,-4.0,0.0
4908.354,-4.0,0.0
4908.355,-4.0,0.0
4908.356,-4.0,0.0
4908.363,-4.0,0.0
4908.365,-6.0,-58.0
4908.366,-6.0,0.0
4908.371,-6.0,0.0
4908.372,-6.0,0.0
4908.373,-6.0,0.0
4908.374,-6.0,0.0
4908.375,-6.0,0.0
4908.375,-6.0,0.0
4908.376,-6.0,0.0
4908.377,-6.0,0.0
4908.378,-6.0,0.0
4908.379,-6.0,0.0
4908.379,-6.0,0.0
4908.38,-6.0,0.0
4908.382,-6.0,0.0
4908.383,-6.0,0.0
4908.383,-6.0,0.0
4908.384,-6.0,0.0
4908.385,-6.0,0.0
4908.386,-6.0,0.0
4908.387,-6.0,0.0
4908.392,-6.0,0.0
4908.393,-6.0,0.0
4908.394,-6.0,0.0
4908.396,-6.0,0.0
4908.397,-6.0,0.0
4908.403,-6.0,0.0
4908.404,-6.0,0.0
4908.405,-6.0,0.0
4908.407,-6.0,0.0
4908.409,-6.0,0.0
4908.41,-6.0,0.0
4908.412,-6.0,0.0
4908.413,-6.0,0.0
4908.417,-6.0,0.0
4908.418,-6.0,0.0
4908.419,-6.0,0.0
4908.421,-6.0,0.0
4908.422,-6.0,0.0
4908.428,-6.0,0.0
4908.43,-6.0,0.0
4908.431,-6.0,0.0
4908.435,-6.0,0.0
4908.436,-6.0,0.0
4908.437,-6.0,0.0
4908.439,-6.0,0.0
4908.44,-6.0,0.0
4908.441,-6.0,0.0
4908.443,-6.0,0.0
4908.444,-6.0,0.0
4908.446,-6.0,0.0
4908.448,-6.0,0.0
4908.449,-6.0,0.0
4908.451,-6.0,0.0
4908.452,-6.0,0.0
4908.458,-6.0,0.0
4908.459,-6.0,0.0
4908.46,-6.0,0.0
4908.462,-6.0,0.0
4908.463,-6.0,0.0
4908.467,-3.0,55.0
4908.467,-3.0,0.0
4908.48,-3.0,0.0
4908.481,-3.0,0.0
4908.482,-3.0,0.0
4908.483,-3.0,0.0
4908.484,-3.0,0.0
4908.484,-3.0,0.0
4908.485,-3.0,0.0
4908.486,-3.0,0.0
4908.487,-3.0,0.0
4908.488,-3.0,0.0
4908.489,-3.0,0.0
4908.49,-3.0,0.0
4908.492,-3.0,0.0
4908.494,-3.0,0.0
4908.496,-3.0,0.0
4908.497,-3.0,0.0
4908.498,-3.0,0.0
4908.502,-3.0,0.0
4908.503,-3.0,0.0
4908.505,-3.0,0.0
4908.506,-3.0,0.0
4908.507,-3.0,0.0
4908.511,-3.0,0.0
4908.512,-3.0,0.0
4908.514,-3.0,0.0
4908.515,-3.0,0.0
4908.521,-2.0,0.0
4908.523,-2.0,0.0
4908.524,-2.0,0.0
4908.527,-2.0,0.0
4908.529,-2.0,0.0
4908.53,-2.0,0.0
4908.532,-2.0,0.0
4908.533,-2.0,0.0
4908.534,-2.0,0.0
4908.536,-2.0,0.0
4908.537,-2.0,0.0
4908.539,-2.0,0.0
4908.541,-2.0,0.0
4908.542,-2.0,0.0
4908.544,-2.0,0.0
4908.545,-2.0,0.0
4908.551,-2.0,0.0
4908.552,-2.0,0.0
4908.553,-2.0,0.0
4908.555,-2.0,0.0
4908.556,-2.0,0.0
4908.562,-2.0,0.0
4908.563,-2.0,0.0
4908.564,-2.0,0.0
4908.566,-2.0,0.0
4908.569,-7.0,-64.0
4908.57,-7.0,0.0
4908.581,-7.0,0.0
4908.584,-7.0,0.0
4908.585,-7.0,0.0
4908.585,-7.0,0.0
4908.587,-7.0,0.0
4908.588,-7.0,0.0
4908.59,-7.0,0.0
4908.591,-7.0,0.0
4908.592,-7.0,0.0
4908.594,-7.0,0.0
4908.595,-7.0,0.0
4908.597,-7.0,0.0
4908.599,-7.0,0.0
4908.6,-7.0,0.0
4908.602,-7.0,0.0
4908.607,-8.0,-52.0
4908.609,-8.0,0.0
4908.619,-8.0,0.0
4908.621,-8.0,0.0
4908.622,-8.0,0.0
4908.625,-8.0,0.0
4908.626,-8.0,0.0
4908.627,-8.0,0.0
4908.629,-8.0,0.0
4908.632,-8.0,0.0
4908.634,-8.0,0.0
4908.635,-8.0,0.0
4908.636,-8.0,0.0
4908.64,-9.0,-53.0
4908.641,-9.0,-51.0
4908.652,-9.0,-51.0
4908.663,-9.0,-51.0
4908.68,-4.0,51.0
4908.69,-4.0,0.0
4908.696,-4.0,0.0
4908.697,-4.0,0.0
4908.7,-4.0,0.0
4908.701,-4.0,0.0
4908.702,-4.0,0.0
4908.704,-4.0,0.0
4908.71,-4.0,0.0
4908.711,-4.0,0.0
4908.713,-4.0,0.0
4908.714,-4.0,0.0
4908.72,-4.0,0.0
4908.721,-4.0,0.0
4908.722,-4.0,0.0
4908.724,-4.0,0.0
4908.726,-4.0,0.0
4908.728,-4.0,0.0
4908.729,-4.0,0.0
4908.73,-4.0,0.0
4908.734,-4.0,0.0
4908.735,-3.0,57.0
4908.737,-3.0,0.0
4908.748,-3.0,0.0
4908.749,-3.0,0.0
4908.75,-3.0,0.0
4908.752,-3.0,0.0
4908.753,-3.0,0.0
4908.755,-3.0,0.0
4908.757,-3.0,0.0
4908.758,-3.0,0.0
4908.76,-3.0,0.0
4908.766,-3.0,0.0
4908.767,-3.0,0.0
4908.769,-3.0,0.0
4908.776,-4.0,-51.0
4908.777,-4.0,0.0
4908.788,-4.0,0.0
4908.79,-4.0,0.0
4908.792,-4.0,0.0
4908.794,-4.0,0.0
4908.795,-4.0,0.0
4908.796,-4.0,0.0
4908.803,-4.0,0.0
4908.804,-4.0,0.0
4908.805,-4.0,0.0
4908.807,-4.0,0.0
4908.812,-4.0,0.0
4908.814,-4.0,0.0
4908.815,-4.0,0.0
4908.816,-4.0,0.0
4908.822,-4.0,0.0
4908.823,-4.0,0.0
4908.825,-4.0,0.0
4908.826,-4.0,0.0
4908.828,-4.0,0.0
4908.83,-4.0,0.0
4908.831,-4.0,0.0
4908.833,-4.0,0.0
4908.834,-4.0,0.0
4908.837,-4.0,0.0
4908.839,-4.0,0.0
4908.84,-4.0,0.0
4908.841,-4.0,0.0
4908.845,-4.0,0.0
4908.846,-4.0,0.0
4908.848,-4.0,0.0
4908.849,-4.0,0.0
4908.855,-4.0,0.0
4908.857,-4.0,0.0
4908.858,-4.0,0.0
4908.859,-4.0,0.0
4908.863,-4.0,0.0
4908.864,-4.0,0.0
4908.866,-4.0,0.0
4908.867,-4.0,0.0
4908.868,-4.0,0.0
4908.87,-4.0,0.0
4908.872,-3.0,53.0
4908.873,-3.0,0.0
4908.887,-3.0,0.0
4908.888,-3.0,0.0
4908.889,-3.0,0.0
4908.891,-3.0,0.0
4908.896,-3.0,0.0
4908.898,-3.0,0.0
4908.899,-3.0,0.0
4908.9,-3.0,0.0
4908.903,-3.0,0.0
4908.904,-3.0,0.0
4908.906,-3.0,0.0
4908.907,-3.0,0.0
4908.91,-3.0,0.0
4908.912,-3.0,0.0
4908.913,-3.0,0.0
4908.915,-3.0,0.0
4908.916,-3.0,0.0
4908.919,-3.0,0.0
4908.921,-3.0,0.0
4908.922,-3.0,0.0
4908.924,-3.0,0.0
4908.925,-3.0,0.0
4908.926,-3.0,0.0
4908.928,-3.0,0.0
4908.929,-3.0,0.0
4908.932,-3.0,0.0
4908.933,-3.0,0.0
4908.934,-3.0,0.0
4908.936,-3.0,0.0
4908.937,-3.0,0.0
4908.943,-3.0,0.0
4908.945,-3.0,0.0
4908.946,-3.0,0.0
4908.952,-3.0,0.0
4908.953,-3.0,0.0
4908.954,-3.0,0.0
4908.956,-3.0,0.0
4908.957,-3.0,0.0
4908.96,-3.0,0.0
4908.961,-3.0,0.0
4908.962,-3.0,0.0
4908.964,-3.0,0.0
4908.967,-3.0,0.0
4908.969,-3.0,0.0
4908.97,-3.0,0.0
4908.971,-3.0,0.0
4908.976,-5.0,-54.0
4908.977,-5.0,0.0
4908.988,-5.0,0.0
4908.99,-5.0,0.0
4908.991,-5.0,0.0
4908.992,-5.0,0.0
4908.994,-5.0,0.0
4908.995,-5.0,0.0
4908.998,-5.0,0.0
4908.999,-5.0,0.0
4909.0,-5.0,0.0
4909.002,-5.0,0.0
4909.003,-5.0,0.0
4909.009,-5.0,0.0
4909.01,-5.0,0.0
4909.011,-5.0,0.0
4909.013,-5.0,0.0
4909.015,-5.0,0.0
4909.016,-5.0,0.0
4909.018,-5.0,0.0
4909.019,-5.0,0.0
4909.023,-5.0,0.0
4909.024,-5.0,0.0
4909.025,-5.0,0.0
4909.027,-5.0,0.0
4909.028,-5.0,0.0
4909.031,-5.0,0.0
4909.033,-5.0,0.0
4909.034,-5.0,0.0
4909.036,-5.0,0.0
4909.042,-5.0,0.0
4909.043,-5.0,0.0
4909.045,-5.0,0.0
4909.046,-5.0,0.0
4909.049,-5.0,0.0
4909.051,-5.0,0.0
4909.052,-5.0,0.0
4909.054,-5.0,0.0
4909.055,-5.0,0.0
4909.056,-5.0,0.0
4909.058,-5.0,0.0
4909.059,-5.0,0.0
4909.062,-5.0,0.0
4909.063,-5.0,0.0
4909.064,-5.0,0.0
4909.066,-5.0,0.0
4909.067,-5.0,0.0
4909.073,-5.0,0.0
4909.075,-4.0,53.0
4909.076,-4.0,0.0
4909.091,-4.0,0.0
4909.092,-4.0,0.0
4909.093,-4.0,0.0
4909.097,-4.0,0.0
4909.098,-4.0,0.0
4909.1,-4.0,0.0
4909.101,-4.0,0.0
4909.102,-4.0,0.0
4909.106,-4.0,0.0
4909.107,-4.0,0.0
4909.109,-4.0,0.0
4909.11,-4.0,0.0
4909.111,-4.0,0.0
4909.113,-4.0,0.0
4909.114,-4.0,0.0
4909.115,-4.0,0.0
4909.118,-4.0,0.0
4909.119,-4.0,0.0
4909.121,-4.0,0.0
4909.122,-4.0,0.0
4909.128,-4.0,0.0
4909.129,-4.0,0.0
4909.13,-4.0,0.0
4909.132,-4.0,0.0
4909.133,-4.0,0.0
4909.135,-4.0,0.0
4909.137,-4.0,0.0
4909.138,-4.0,0.0
4909.14,-4.0,0.0
4909.143,-4.0,0.0
4909.144,-4.0,0.0
4909.146,-4.0,0.0
4909.147,-4.0,0.0
4909.151,-4.0,0.0
4909.152,-4.0,0.0
4909.153,-4.0,0.0
4909.155,-4.0,0.0
4909.156,-4.0,0.0
4909.157,-4.0,0.0
4909.159,-4.0,0.0
4909.16,-4.0,0.0
4909.162,-4.0,0.0
4909.164,-4.0,0.0
4909.165,-4.0,0.0
4909.167,-4.0,0.0
4909.168,-4.0,0.0
4909.174,-4.0,0.0
4909.176,-7.0,-63.0
4909.177,-7.0,-51.0
4909.188,-7.0,-51.0
4909.193,-7.0,-51.0
4909.199,-7.0,-51.0
4909.207,-7.0,-51.0
4909.218,-7.0,-51.0
4909.228,-8.0,-52.0
4909.239,-8.0,-51.0
4909.246,-8.0,-51.0
4909.257,-8.0,-51.0
4909.262,-8.0,-51.0
4909.268,-8.0,-51.0
4909.279,-3.0,52.0
4909.286,-3.0,0.0
4909.293,-3.0,0.0
4909.294,-3.0,0.0
4909.294,-3.0,0.0
4909.295,-3.0,0.0
4909.296,-3.0,0.0
4909.297,-3.0,0.0
4909.297,-3.0,0.0
4909.298,-3.0,0.0
4909.301,-3.0,0.0
4909.302,-3.0,0.0
4909.303,-3.0,0.0
4909.304,-3.0,0.0
4909.304,-3.0,0.0
4909.305,-3.0,0.0
4909.306,-3.0,0.0
4909.309,-3.0,0.0
4909.31,-3.0,0.0
4909.31,-3.0,0.0
4909.311,-3.0,0.0
4909.312,-3.0,0.0
4909.313,-2.0,57.0
4909.314,-2.0,0.0
4909.324,-2.0,0.0
4909.325,-2.0,0.0
4909.326,-2.0,0.0
4909.327,-2.0,0.0
4909.332,-2.0,0.0
4909.333,-2.0,0.0
4909.333,-2.0,0.0
4909.334,-2.0,0.0
4909.335,-2.0,0.0
4909.336,-2.0,0.0
4909.337,-2.0,0.0
4909.341,-2.0,0.0
4909.342,-2.0,0.0
4909.343,-2.0,0.0
4909.344,-2.0,0.0
4909.345,-2.0,0.0
4909.345,-2.0,0.0
4909.346,-2.0,0.0
4909.347,-1.0,57.0
4909.349,-1.0,0.0
4909.359,-1.0,0.0
4909.36,-1.0,0.0
4909.361,-1.0,0.0
4909.361,-1.0,0.0
4909.362,-1.0,0.0
4909.363,-1.0,0.0
4909.364,-1.0,0.0
4909.369,-1.0,0.0
4909.37,-1.0,0.0
4909.371,-1.0,0.0
4909.372,-1.0,0.0
4909.374,-1.0,0.0
4909.376,-1.0,0.0
4909.379,-2.0,-53.0
4909.379,-2.0,0.0
4909.385,-2.0,0.0
4909.386,-2.0,0.0
4909.386,-2.0,0.0
4909.387,-2.0,0.0
4909.388,-2.0,0.0
4909.389,-2.0,0.0
4909.392,-2.0,0.0
4909.393,-2.0,0.0
4909.393,-2.0,0.0
4909.394,-2.0,0.0
4909.395,-2.0,0.0
4909.396,-2.0,0.0
4909.396,-2.0,0.0
4909.397,-2.0,0.0
4909.398,-2.0,0.0
4909.399,-2.0,0.0
4909.4,-2.0,0.0
4909.401,-2.0,0.0
4909.401,-2.0,0.0
4909.402,-2.0,0.0
4909.403,-2.0,0.0
4909.405,-2.0,0.0
4909.406,-2.0,0.0
4909.406,-2.0,0.0
4909.407,-2.0,0.0
4909.408,-2.0,0.0
4909.409,-2.0,0.0
4909.409,-2.0,0.0
4909.41,-2.0,0.0
4909.415,-2.0,0.0
4909.416,-2.0,0.0
4909.417,-2.0,0.0
4909.418,-2.0,0.0
4909.418,-2.0,0.0
4909.419,-2.0,0.0
4909.42,-2.0,0.0
4909.422,-2.0,0.0
4909.423,-2.0,0.0
4909.423,-2.0,0.0
4909.424,-2.0,0.0
4909.425,-2.0,0.0
4909.426,-2.0,0.0
4909.427,-2.0,0.0
4909.429,-2.0,0.0
4909.43,-2.0,0.0
4909.431,-2.0,0.0
4909.432,-2.0,0.0
4909.433,-2.0,0.0
4909.433,-2.0,0.0
4909.434,-2.0,0.0
4909.435,-2.0,0.0
4909.438,-2.0,0.0
4909.439,-2.0,0.0
4909.439,-2.0,0.0
4909.44,-2.0,0.0
4909.441,-2.0,0.0
4909.442,-2.0,0.0
4909.443,-2.0,0.0
4909.443,-2.0,0.0
4909.444,-2.0,0.0
4909.445,-2.0,0.0
4909.446,-2.0,0.0
4909.447,-2.0,0.0
4909.447,-2.0,0.0
4909.448,-2.0,0.0
4909.449,-2.0,0.0
4909.451,-2.0,0.0
4909.452,-2.0,0.0
4909.452,-2.0,0.0
4909.453,-2.0,0.0
4909.454,-2.0,0.0
4909.455,-2.0,0.0
4909.456,-2.0,0.0
4909.461,-2.0,0.0
4909.461,-2.0,0.0
4909.462,-2.0,0.0
4909.463,-2.0,0.0
4909.464,-2.0,0.0
4909.464,-2.0,0.0
4909.465,-2.0,0.0
4909.466,-2.0,0.0
4909.468,-2.0,0.0
4909.47,-2.0,0.0
4909.471,-2.0,0.0
4909.473,-2.0,0.0
4909.476,-1.0,51.0
4909.477,-1.0,0.0
4909.494,-1.0,0.0
4909.495,-1.0,0.0
4909.496,-1.0,0.0
4909.497,-1.0,0.0
4909.498,-1.0,0.0
4909.498,-1.0,0.0
4909.499,-1.0,0.0
4909.502,-1.0,0.0
4909.503,-1.0,0.0
4909.504,-1.0,0.0
4909.504,-1.0,0.0
4909.505,-1.0,0.0
4909.506,-1.0,0.0
4909.507,-1.0,0.0
4909.508,-1.0,0.0
4909.508,-1.0,0.0
4909.509,-1.0,0.0
4909.51,-1.0,0.0
4909.511,-1.0,0.0
4909.512,-1.0,0.0
4909.512,-1.0,0.0
4909.513,-1.0,0.0
4909.515,-1.0,0.0
4909.516,-1.0,0.0
4909.516,-1.0,0.0
4909.517,-1.0,0.0
4909.518,-1.0,0.0
4909.519,-1.0,0.0
4909.52,-1.0,0.0
4909.525,-1.0,0.0
4909.525,-1.0,0.0
4909.526,-1.0,0.0
4909.527,-1.0,0.0
4909.528,-1.0,0.0
4909.528,-1.0,0.0
4909.529,-1.0,0.0
4909.53,-1.0,0.0
4909.535,-1.0,0.0
4909.536,-1.0,0.0
4909.537,-1.0,0.0
4909.537,-1.0,0.0
4909.538,-1.0,0.0
4909.539,-1.0,0.0
4909.54,-1.0,0.0
4909.542,-1.0,0.0
4909.542,-1.0,0.0
4909.543,-1.0,0.0
4909.544,-1.0,0.0
4909.545,-1.0,0.0
4909.546,-1.0,0.0
4909.546,-1.0,0.0
4909.547,-1.0,0.0
4909.55,-1.0,0.0
4909.551,-1.0,0.0
4909.551,-1.0,0.0
4909.552,-1.0,0.0
4909.553,-1.0,0.0
4909.554,-1.0,0.0
4909.555,-1.0,0.0
4909.557,-1.0,0.0
4909.558,-1.0,0.0
4909.559,-1.0,0.0
4909.56,-1.0,0.0
4909.561,-1.0,0.0
4909.561,-1.0,0.0
4909.562,-1.0,0.0
4909.563,-1.0,0.0
4909.564,-1.0,0.0
4909.565,-1.0,0.0
4909.565,-1.0,0.0
4909.567,-1.0,0.0
4909.568,-1.0,0.0
4909.571,-1.0,0.0
4909.572,-1.0,0.0
4909.573,-1.0,0.0
4909.575,-1.0,0.0
4909.576,-1.0,0.0
4909.583,-5.0,-55.0
4909.583,-5.0,0.0
4909.599,-5.0,-51.0
4909.6,-5.0,-51.0
4909.611,-5.0,-51.0
4909.616,-6.0,-52.0
4909.625,-6.0,-51.0
4909.632,-6.0,-51.0
4909.638,-6.0,-51.0
4909.643,-6.0,-51.0
4909.649,-7.0,-52.0
4909.655,-7.0,-51.0
4909.662,-7.0,-51.0
4909.672,-7.0,-51.0
4909.684,-1.0,53.0
4909.698,-1.0,0.0
4909.706,-1.0,0.0
4909.707,-1.0,0.0
4909.708,-1.0,0.0
4909.708,-1.0,0.0
4909.709,-1.0,0.0
4909.71,-1.0,0.0
4909.711,-1.0,0.0
4909.712,-1.0,0.0
4909.712,-1.0,0.0
4909.713,-1.0,0.0
4909.714,-1.0,0.0
4909.715,-1.0,0.0
4909.716,-1.0,0.0
4909.716,-1.0,0.0
4909.717,0.0,57.0
4909.719,0.0,0.0
4909.729,0.0,0.0
4909.73,0.0,0.0
4909.73,0.0,0.0
4909.731,0.0,0.0
4909.732,0.0,0.0
4909.733,0.0,0.0
4909.734,0.0,0.0
4909.734,0.0,0.0
4909.737,0.0,0.0
4909.738,0.0,0.0
4909.739,0.0,0.0
4909.74,0.0,0.0
4909.74,0.0,0.0
4909.741,0.0,0.0
4909.742,0.0,0.0
4909.747,0.0,0.0
4909.748,0.0,0.0
4909.748,0.0,0.0
4909.749,0.0,0.0
4909.75,0.0,0.0
4909.751,1.0,57.0
4909.752,1.0,0.0
4909.764,1.0,0.0
4909.766,1.0,0.0
4909.767,1.0,0.0
4909.768,1.0,0.0
4909.772,1.0,0.0
4909.773,1.0,0.0
4909.775,1.0,0.0
4909.776,1.0,0.0
4909.777,1.0,0.0
4909.781,1.0,0.0
4909.782,1.0,0.0
4909.785,2.0,51.0
4909.785,2.0,0.0
4909.791,2.0,0.0
4909.793,2.0,0.0
4909.794,2.0,0.0
4909.794,2.0,0.0
4909.795,2.0,0.0
4909.796,2.0,0.0
4909.797,2.0,0.0
4909.797,2.0,0.0
4909.798,2.0,0.0
4909.803,2.0,0.0
4909.804,2.0,0.0
4909.805,2.0,0.0
4909.806,2.0,0.0
4909.806,2.0,0.0
4909.807,2.0,0.0
4909.808,2.0,0.0
4909.81,2.0,0.0
4909.811,2.0,0.0
4909.811,2.0,0.0
4909.812,2.0,0.0
4909.813,2.0,0.0
4909.814,2.0,0.0
4909.815,2.0,0.0
4909.817,3.0,53.0
4909.818,3.0,0.0
4909.829,3.0,0.0
4909.83,3.0,0.0
4909.83,3.0,0.0
4909.831,3.0,0.0
4909.832,3.0,0.0
4909.833,3.0,0.0
4909.836,3.0,0.0
4909.836,3.0,0.0
4909.837,3.0,0.0
4909.838,3.0,0.0
4909.839,3.0,0.0
4909.84,3.0,0.0
4909.84,3.0,0.0
4909.841,3.0,0.0
4909.847,3.0,0.0
4909.848,3.0,0.0
4909.849,3.0,0.0
4909.849,3.0,0.0
4909.85,4.0,57.0
4909.851,4.0,0.0
4909.864,4.0,0.0
4909.866,4.0,0.0
4909.867,4.0,0.0
4909.869,4.0,0.0
4909.875,4.0,0.0
4909.876,4.0,0.0
4909.878,4.0,0.0
4909.879,4.0,0.0
4909.882,4.0,0.0
4909.885,0.0,-61.0
4909.886,0.0,0.0
4909.897,0.0,0.0
4909.9,0.0,0.0
4909.9,0.0,0.0
4909.901,0.0,0.0
4909.902,0.0,0.0
4909.903,0.0,0.0
4909.904,0.0,0.0
4909.904,0.0,0.0
4909.905,0.0,0.0
4909.906,0.0,0.0
4909.907,0.0,0.0
