Time,Distance,PID
4909.908,0.0,0.0
4909.908,0.0,0.0
4909.909,0.0,0.0
4909.91,0.0,0.0
4909.911,0.0,0.0
4909.913,0.0,0.0
4909.913,0.0,0.0
4909.914,0.0,0.0
4909.915,0.0,0.0
4909.916,0.0,0.0
4909.917,0.0,0.0
4909.917,0.0,0.0
4909.918,0.0,0.0
4909.924,0.0,0.0
4909.925,0.0,0.0
4909.925,0.0,0.0
4909.926,0.0,0.0
4909.927,0.0,0.0
4909.928,0.0,0.0
4909.933,0.0,0.0
4909.934,0.0,0.0
4909.934,0.0,0.0
4909.935,0.0,0.0
4909.936,0.0,0.0
4909.937,0.0,0.0
4909.938,0.0,0.0
4909.939,0.0,0.0
4909.94,0.0,0.0
4909.941,0.0,0.0
4909.942,0.0,0.0
4909.943,0.0,0.0
4909.943,0.0,0.0
4909.944,0.0,0.0
4909.945,0.0,0.0
4909.951,0.0,0.0
4909.952,0.0,0.0
4909.952,0.0,0.0
4909.953,0.0,0.0
4909.954,0.0,0.0
4909.955,0.0,0.0
4909.96,0.0,0.0
4909.962,0.0,0.0
4909.963,0.0,0.0
4909.964,0.0,0.0
4909.967,0.0,0.0
4909.968,0.0,0.0
4909.969,0.0,0.0
4909.971,0.0,0.0
4909.972,0.0,0.0
4909.976,0.0,0.0
4909.977,0.0,0.0
4909.978,0.0,0.0
4909.98,0.0,0.0
4909.983,0.0,0.0
4909.985,0.0,0.0
4909.987,1.0,53.0
4909.988,1.0,0.0
4910.001,1.0,0.0
4910.002,1.0,0.0
4910.003,1.0,0.0
4910.003,1.0,0.0
4910.004,1.0,0.0
4910.005,1.0,0.0
4910.006,1.0,0.0
4910.007,1.0,0.0
4910.007,1.0,0.0
4910.008,1.0,0.0
4910.009,1.0,0.0
4910.01,1.0,0.0
4910.011,1.0,0.0
4910.011,1.0,0.0
4910.012,1.0,0.0
4910.014,1.0,0.0
4910.015,1.0,0.0
4910.015,1.0,0.0
4910.016,1.0,0.0
4910.017,1.0,0.0
4910.018,1.0,0.0
4910.019,1.0,0.0
4910.024,1.0,0.0
4910.024,1.0,0.0
4910.025,1.0,0.0
4910.026,1.0,0.0
4910.027,1.0,0.0
4910.027,1.0,0.0
4910.028,1.0,0.0
4910.029,1.0,0.0
4910.031,1.0,0.0
4910.032,1.0,0.0
4910.032,1.0,0.0
4910.033,1.0,0.0
4910.034,1.0,0.0
4910.035,1.0,0.0
4910.036,1.0,0.0
4910.038,1.0,0.0
4910.039,1.0,0.0
4910.04,1.0,0.0
4910.041,1.0,0.0
4910.042,1.0,0.0
4910.042,1.0,0.0
4910.043,1.0,0.0
4910.044,1.0,0.0
4910.047,1.0,0.0
4910.048,1.0,0.0
4910.048,1.0,0.0
4910.049,1.0,0.0
4910.05,1.0,0.0
4910.051,1.0,0.0
4910.052,1.0,0.0
4910.053,1.0,0.0
4910.053,1.0,0.0
4910.054,1.0,0.0
4910.055,1.0,0.0
4910.056,1.0,0.0
4910.057,1.0,0.0
4910.059,1.0,0.0
4910.061,1.0,0.0
4910.062,1.0,0.0
4910.064,1.0,0.0
4910.065,1.0,0.0
4910.07,1.0,0.0
4910.072,1.0,0.0
4910.073,1.0,0.0
4910.075,1.0,0.0
4910.077,1.0,0.0
4910.078,1.0,0.0
4910.08,1.0,0.0
4910.081,1.0,0.0
4910.085,1.0,0.0
4910.086,1.0,0.0
4910.088,-1.0,-58.0
4910.089,-1.0,0.0
4910.095,-1.0,0.0
4910.095,-1.0,0.0
4910.096,-1.0,0.0
4910.097,-1.0,0.0
4910.098,-1.0,0.0
4910.099,-1.0,0.0
4910.1,-1.0,0.0
4910.1,-1.0,0.0
4910.101,-1.0,0.0
4910.102,-1.0,0.0
4910.103,-1.0,0.0
4910.103,-1.0,0.0
4910.104,-1.0,0.0
4910.106,-1.0,0.0
4910.107,-1.0,0.0
4910.108,-1.0,0.0
4910.109,-1.0,0.0
4910.109,-1.0,0.0
4910.11,-1.0,0.0
4910.111,-1.0,0.0
4910.116,-1.0,0.0
4910.117,-1.0,0.0
4910.117,-1.0,0.0
4910.118,-1.0,0.0
4910.119,-1.0,0.0
4910.12,-1.0,0.0
4910.121,-1.0,0.0
4910.126,-1.0,0.0
4910.126,-1.0,0.0
4910.127,-1.0,0.0
4910.128,-1.0,0.0
4910.129,-1.0,0.0
4910.129,-1.0,0.0
4910.13,-1.0,0.0
4910.131,-1.0,0.0
4910.133,-1.0,0.0
4910.134,-1.0,0.0
4910.134,-1.0,0.0
4910.135,-1.0,0.0
4910.136,-1.0,0.0
4910.137,-1.0,0.0
4910.138,-1.0,0.0
4910.14,-1.0,0.0
4910.141,-1.0,0.0
4910.142,-1.0,0.0
4910.143,-1.0,0.0
4910.144,-1.0,0.0
4910.144,-1.0,0.0
4910.145,-1.0,0.0
4910.146,-1.0,0.0
4910.149,-1.0,0.0
4910.15,-1.0,0.0
4910.15,-1.0,0.0
4910.151,-1.0,0.0
4910.152,-1.0,0.0
4910.153,-1.0,0.0
4910.154,-1.0,0.0
4910.155,-1.0,0.0
4910.156,-1.0,0.0
4910.158,-1.0,0.0
4910.159,-1.0,0.0
4910.162,-1.0,0.0
4910.163,-1.0,0.0
4910.164,-1.0,0.0
4910.166,-1.0,0.0
4910.167,-1.0,0.0
4910.173,-1.0,0.0
4910.174,-1.0,0.0
4910.175,-1.0,0.0
4910.177,-1.0,0.0
4910.182,-1.0,0.0
4910.183,-1.0,0.0
4910.185,-1.0,0.0
4910.186,-1.0,0.0
4910.19,2.0,55.0
4910.191,2.0,0.0
4910.202,2.0,0.0
4910.202,2.0,0.0
4910.203,2.0,0.0
4910.204,2.0,0.0
4910.205,2.0,0.0
4910.206,2.0,0.0
4910.206,2.0,0.0
4910.207,2.0,0.0
4910.208,2.0,0.0
4910.214,2.0,0.0
4910.214,2.0,0.0
4910.215,2.0,0.0
4910.216,2.0,0.0
4910.217,2.0,0.0
4910.218,2.0,0.0
4910.221,2.0,0.0
4910.222,2.0,0.0
4910.223,2.0,0.0
4910.224,2.0,0.0
4910.225,2.0,0.0
4910.225,2.0,0.0
4910.226,2.0,0.0
4910.227,2.0,0.0
4910.231,2.0,0.0
4910.232,2.0,0.0
4910.232,2.0,0.0
4910.233,2.0,0.0
4910.234,2.0,0.0
4910.235,2.0,0.0
4910.236,2.0,0.0
4910.241,3.0,0.0
4910.242,3.0,0.0
4910.243,3.0,0.0
4910.244,3.0,0.0
4910.245,3.0,0.0
4910.245,3.0,0.0
4910.246,3.0,0.0
4910.25,3.0,0.0
4910.251,3.0,0.0
4910.252,3.0,0.0
4910.253,3.0,0.0
4910.254,3.0,0.0
4910.259,3.0,0.0
4910.26,3.0,0.0
4910.262,3.0,0.0
4910.263,3.0,0.0
4910.267,3.0,0.0
4910.269,3.0,0.0
4910.27,3.0,0.0
4910.272,3.0,0.0
4910.273,3.0,0.0
4910.279,3.0,0.0
4910.281,3.0,0.0
4910.282,3.0,0.0
4910.288,3.0,0.0
4910.291,0.0,-58.0
4910.292,0.0,0.0
4910.297,0.0,0.0
4910.298,0.0,0.0
4910.299,0.0,0.0
4910.3,0.0,0.0
4910.3,0.0,0.0
4910.301,0.0,0.0
4910.302,0.0,0.0
4910.306,0.0,0.0
4910.307,0.0,0.0
4910.307,0.0,0.0
4910.308,0.0,0.0
4910.309,0.0,0.0
4910.31,0.0,0.0
4910.311,0.0,0.0
4910.314,0.0,0.0
4910.315,0.0,0.0
4910.316,0.0,0.0
4910.317,0.0,0.0
4910.318,0.0,0.0
4910.318,0.0,0.0
4910.319,0.0,0.0
4910.32,0.0,0.0
4910.326,0.0,0.0
4910.327,0.0,0.0
4910.327,0.0,0.0
4910.328,0.0,0.0
4910.329,0.0,0.0
4910.33,0.0,0.0
4910.334,0.0,0.0
4910.334,0.0,0.0
4910.335,0.0,0.0
4910.336,0.0,0.0
4910.337,0.0,0.0
4910.338,0.0,0.0
4910.338,0.0,0.0
4910.339,0.0,0.0
4910.341,0.0,0.0
4910.342,0.0,0.0
4910.343,0.0,0.0
4910.343,0.0,0.0
4910.344,0.0,0.0
4910.345,0.0,0.0
4910.346,0.0,0.0
4910.348,0.0,0.0
4910.348,0.0,0.0
4910.349,0.0,0.0
4910.351,0.0,0.0
4910.352,0.0,0.0
4910.353,0.0,0.0
4910.357,0.0,0.0
4910.358,0.0,0.0
4910.36,0.0,0.0
4910.361,0.0,0.0
4910.364,0.0,0.0
4910.366,0.0,0.0
4910.367,0.0,0.0
4910.368,0.0,0.0
4910.37,0.0,0.0
4910.371,0.0,0.0
4910.373,0.0,0.0
4910.374,0.0,0.0
4910.376,0.0,0.0
4910.378,0.0,0.0
4910.379,0.0,0.0
4910.381,0.0,0.0
4910.382,0.0,0.0
4910.387,0.0,0.0
4910.389,0.0,0.0
4910.39,0.0,0.0
4910.394,2.0,53.0
4910.394,2.0,0.0
4910.402,2.0,0.0
4910.403,2.0,0.0
4910.404,2.0,0.0
4910.404,2.0,0.0
4910.405,2.0,0.0
4910.406,2.0,0.0
4910.407,2.0,0.0
4910.412,2.0,0.0
4910.413,2.0,0.0
4910.414,2.0,0.0
4910.415,2.0,0.0
4910.416,2.0,0.0
4910.416,2.0,0.0
4910.417,2.0,0.0
4910.42,2.0,0.0
4910.421,2.0,0.0
4910.422,2.0,0.0
4910.423,2.0,0.0
4910.423,2.0,0.0
4910.424,2.0,0.0
4910.425,2.0,0.0
4910.426,2.0,0.0
4910.427,2.0,0.0
4910.427,2.0,0.0
4910.428,2.0,0.0
4910.429,2.0,0.0
4910.43,2.0,0.0
4910.43,2.0,0.0
4910.431,2.0,0.0
4910.433,2.0,0.0
4910.434,2.0,0.0
4910.435,2.0,0.0
4910.436,2.0,0.0
4910.436,2.0,0.0
4910.437,2.0,0.0
4910.438,2.0,0.0
4910.443,2.0,0.0
4910.444,2.0,0.0
4910.444,2.0,0.0
4910.445,2.0,0.0
4910.446,2.0,0.0
4910.447,2.0,0.0
4910.448,2.0,0.0
4910.453,2.0,0.0
4910.454,2.0,0.0
4910.456,2.0,0.0
4910.457,2.0,0.0
4910.46,2.0,0.0
4910.461,2.0,0.0
4910.462,2.0,0.0
4910.464,2.0,0.0
4910.465,2.0,0.0
4910.468,2.0,0.0
4910.47,2.0,0.0
4910.471,2.0,0.0
4910.473,2.0,0.0
4910.476,2.0,0.0
4910.477,2.0,0.0
4910.479,2.0,0.0
4910.48,2.0,0.0
4910.482,2.0,0.0
4910.483,2.0,0.0
4910.484,2.0,0.0
4910.486,2.0,0.0
4910.487,2.0,0.0
4910.489,2.0,0.0
4910.491,2.0,0.0
4910.493,0.0,-58.0
4910.494,0.0,0.0
4910.506,0.0,0.0
4910.507,0.0,0.0
4910.508,0.0,0.0
4910.508,0.0,0.0
4910.509,0.0,0.0
4910.51,0.0,0.0
4910.511,0.0,0.0
4910.514,0.0,0.0
4910.515,0.0,0.0
4910.515,0.0,0.0
4910.516,0.0,0.0
4910.517,0.0,0.0
4910.518,0.0,0.0
4910.518,0.0,0.0
4910.519,0.0,0.0
4910.522,0.0,0.0
4910.523,0.0,0.0
4910.524,0.0,0.0
4910.525,0.0,0.0
4910.525,0.0,0.0
4910.526,0.0,0.0
4910.527,0.0,0.0
4910.528,0.0,0.0
4910.529,0.0,0.0
4910.529,0.0,0.0
4910.53,0.0,0.0
4910.531,0.0,0.0
4910.532,0.0,0.0
4910.532,0.0,0.0
4910.533,0.0,0.0
4910.535,0.0,0.0
4910.536,0.0,0.0
4910.537,0.0,0.0
4910.538,0.0,0.0
4910.538,0.0,0.0
4910.539,0.0,0.0
4910.54,0.0,0.0
4910.546,0.0,0.0
4910.547,0.0,0.0
4910.548,0.0,0.0
4910.55,0.0,0.0
4910.555,0.0,0.0
4910.557,0.0,0.0
4910.558,0.0,0.0
4910.559,0.0,0.0
4910.565,0.0,0.0
4910.566,0.0,0.0
4910.568,0.0,0.0
4910.569,0.0,0.0
4910.572,0.0,0.0
4910.574,0.0,0.0
4910.575,0.0,0.0
4910.577,0.0,0.0
4910.578,0.0,0.0
4910.583,0.0,0.0
4910.585,0.0,0.0
4910.586,0.0,0.0
4910.588,0.0,0.0
4910.59,0.0,0.0
4910.591,0.0,0.0
4910.593,-1.0,-54.0
4910.595,1.0,57.0
4910.599,1.0,0.0
4910.606,1.0,0.0
4910.607,1.0,0.0
4910.608,1.0,0.0
4910.608,1.0,0.0
4910.609,1.0,0.0
4910.61,1.0,0.0
4910.611,1.0,0.0
4910.612,1.0,0.0
4910.612,1.0,0.0
4910.613,1.0,0.0
4910.614,1.0,0.0
4910.615,1.0,0.0
4910.616,1.0,0.0
4910.616,1.0,0.0
4910.617,1.0,0.0
4910.619,1.0,0.0
4910.62,1.0,0.0
4910.621,1.0,0.0
4910.621,1.0,0.0
4910.622,1.0,0.0
4910.623,1.0,0.0
4910.624,1.0,0.0
4910.627,1.0,0.0
4910.628,1.0,0.0
4910.628,1.0,0.0
4910.629,1.0,0.0
4910.63,1.0,0.0
4910.631,1.0,0.0
4910.632,1.0,0.0
4910.634,1.0,0.0
4910.635,1.0,0.0
4910.636,1.0,0.0
4910.637,1.0,0.0
4910.638,1.0,0.0
4910.638,1.0,0.0
4910.639,1.0,0.0
4910.64,1.0,0.0
4910.641,1.0,0.0
4910.642,1.0,0.0
4910.642,1.0,0.0
4910.643,1.0,0.0
4910.645,1.0,0.0
4910.646,1.0,0.0
4910.648,1.0,0.0
4910.65,1.0,0.0
4910.651,1.0,0.0
4910.652,1.0,0.0
4910.658,1.0,0.0
4910.659,1.0,0.0
4910.661,1.0,0.0
4910.662,1.0,0.0
4910.668,1.0,0.0
4910.669,1.0,0.0
4910.67,1.0,0.0
4910.672,1.0,0.0
4910.673,1.0,0.0
4910.675,1.0,0.0
4910.677,1.0,0.0
4910.678,1.0,0.0
4910.68,1.0,0.0
4910.686,1.0,0.0
4910.687,1.0,0.0
4910.689,1.0,0.0
4910.69,1.0,0.0
4910.697,-1.0,-53.0
4910.697,-1.0,0.0
4910.708,-1.0,0.0
4910.709,-1.0,0.0
4910.71,-1.0,0.0
4910.712,-1.0,0.0
4910.713,-1.0,0.0
4910.713,-1.0,0.0
4910.714,-1.0,0.0
4910.715,-1.0,0.0
4910.716,-1.0,0.0
4910.716,-1.0,0.0
4910.717,-1.0,0.0
4910.72,-1.0,0.0
4910.721,-1.0,0.0
4910.722,-1.0,0.0
4910.723,-1.0,0.0
4910.723,-1.0,0.0
4910.724,-1.0,0.0
4910.725,-1.0,0.0
4910.728,-1.0,0.0
4910.729,-1.0,0.0
4910.729,-1.0,0.0
4910.73,-1.0,0.0
4910.731,-1.0,0.0
4910.732,-1.0,0.0
4910.733,-1.0,0.0
4910.738,-1.0,0.0
4910.739,-1.0,0.0
4910.74,-1.0,0.0
4910.741,-1.0,0.0
4910.741,-1.0,0.0
4910.743,-1.0,0.0
4910.749,-1.0,0.0
4910.751,-1.0,0.0
4910.752,-1.0,0.0
4910.755,-1.0,0.0
4910.757,-1.0,0.0
4910.758,-1.0,0.0
4910.76,-1.0,0.0
4910.761,-1.0,0.0
4910.767,-1.0,0.0
4910.769,-1.0,0.0
4910.77,-1.0,0.0
4910.776,-1.0,0.0
4910.778,-1.0,0.0
4910.779,-1.0,0.0
4910.781,-1.0,0.0
4910.784,-1.0,0.0
4910.785,-1.0,0.0
4910.787,-1.0,0.0
4910.788,-1.0,0.0
4910.794,-1.0,0.0
4910.797,0.0,51.0
4910.798,0.0,0.0
4910.809,0.0,0.0
4910.809,0.0,0.0
4910.81,0.0,0.0
4910.811,0.0,0.0
4910.812,0.0,0.0
4910.813,0.0,0.0
4910.814,0.0,0.0
4910.815,0.0,0.0
4910.816,0.0,0.0
4910.817,0.0,0.0
4910.818,0.0,0.0
4910.818,0.0,0.0
4910.819,0.0,0.0
4910.82,0.0,0.0
4910.826,0.0,0.0
4910.827,0.0,0.0
4910.827,0.0,0.0
4910.828,0.0,0.0
4910.829,0.0,0.0
4910.83,0.0,0.0
4910.835,0.0,0.0
4910.835,0.0,0.0
4910.836,0.0,0.0
4910.837,0.0,0.0
4910.838,0.0,0.0
4910.839,0.0,0.0
4910.839,0.0,0.0
4910.845,0.0,0.0
4910.846,0.0,0.0
4910.848,0.0,0.0
4910.849,0.0,0.0
4910.851,0.0,0.0
4910.853,0.0,0.0
4910.854,0.0,0.0
4910.856,0.0,0.0
4910.857,0.0,0.0
4910.863,0.0,0.0
4910.865,0.0,0.0
4910.866,0.0,0.0
4910.872,0.0,0.0
4910.873,0.0,0.0
4910.874,0.0,0.0
4910.876,0.0,0.0
4910.877,0.0,0.0
4910.88,0.0,0.0
4910.881,0.0,0.0
4910.882,0.0,0.0
4910.884,0.0,0.0
4910.887,0.0,0.0
4910.889,0.0,0.0
4910.89,0.0,0.0
4910.891,0.0,0.0
4910.895,0.0,0.0
4910.896,0.0,0.0
4910.899,1.0,51.0
4910.899,1.0,0.0
4910.905,1.0,0.0
4910.906,1.0,0.0
4910.908,1.0,0.0
4910.908,1.0,0.0
4910.909,1.0,0.0
4910.91,1.0,0.0
4910.911,1.0,0.0
4910.912,1.0,0.0
4910.912,1.0,0.0
4910.913,1.0,0.0
4910.919,1.0,0.0
4910.92,1.0,0.0
4910.92,1.0,0.0
4910.921,1.0,0.0
4910.922,1.0,0.0
4910.923,1.0,0.0
4910.928,1.0,0.0
4910.928,1.0,0.0
4910.929,1.0,0.0
4910.93,1.0,0.0
4910.931,1.0,0.0
4910.932,1.0,0.0
4910.932,1.0,0.0
4910.933,1.0,0.0
4910.939,1.0,0.0
4910.94,1.0,0.0
4910.941,1.0,0.0
4910.943,1.0,0.0
4910.945,1.0,0.0
4910.947,1.0,0.0
4910.948,1.0,0.0
4910.949,1.0,0.0
4910.953,1.0,0.0
4910.954,1.0,0.0
4910.956,1.0,0.0
4910.957,1.0,0.0
4910.96,1.0,0.0
4910.962,1.0,0.0
4910.963,1.0,0.0
4910.965,1.0,0.0
4910.966,1.0,0.0
4910.972,1.0,0.0
4910.974,1.0,0.0
4910.975,1.0,0.0
4910.977,1.0,0.0
4910.978,1.0,0.0
4910.979,1.0,0.0
4910.981,1.0,0.0
4910.982,1.0,0.0
4910.984,1.0,0.0
4910.986,1.0,0.0
4910.987,1.0,0.0
4910.989,1.0,0.0
4910.994,1.0,0.0
4910.995,1.0,0.0
4910.997,1.0,0.0
4910.998,2.0,57.0
4911.002,2.0,0.0
4911.005,2.0,0.0
4911.005,2.0,0.0
4911.006,2.0,0.0
4911.009,2.0,0.0
4911.01,2.0,0.0
4911.01,2.0,0.0
4911.011,2.0,0.0
4911.012,2.0,0.0
4911.013,2.0,0.0
4911.014,2.0,0.0
4911.016,2.0,0.0
4911.017,2.0,0.0
4911.018,2.0,0.0
4911.019,2.0,0.0
4911.02,2.0,0.0
4911.02,2.0,0.0
4911.021,2.0,0.0
4911.022,2.0,0.0
4911.023,2.0,0.0
4911.024,2.0,0.0
4911.024,2.0,0.0
4911.025,2.0,0.0
4911.026,2.0,0.0
4911.027,2.0,0.0
4911.028,2.0,0.0
4911.029,2.0,0.0
4911.03,2.0,0.0
4911.031,2.0,0.0
4911.032,2.0,0.0
4911.033,2.0,0.0
4911.033,2.0,0.0
4911.034,2.0,0.0
4911.035,2.0,0.0
4911.041,2.0,0.0
4911.043,2.0,0.0
4911.044,2.0,0.0
4911.05,2.0,0.0
4911.052,2.0,0.0
4911.053,2.0,0.0
4911.055,2.0,0.0
4911.06,2.0,0.0
4911.061,2.0,0.0
4911.063,2.0,0.0
4911.064,2.0,0.0
4911.067,2.0,0.0
4911.068,2.0,0.0
4911.069,2.0,0.0
4911.071,2.0,0.0
4911.072,2.0,0.0
4911.076,2.0,0.0
4911.077,2.0,0.0
4911.078,2.0,0.0
4911.08,2.0,0.0
4911.083,2.0,0.0
4911.085,2.0,0.0
4911.086,2.0,0.0
4911.087,2.0,0.0
4911.089,2.0,0.0
4911.09,2.0,0.0
4911.091,2.0,0.0
4911.093,2.0,0.0
4911.094,2.0,0.0
4911.097,2.0,0.0
4911.098,2.0,0.0
4911.099,2.0,0.0
4911.106,0.0,-53.0
4911.107,0.0,0.0
4911.118,0.0,0.0
4911.119,0.0,0.0
4911.119,0.0,0.0
4911.12,0.0,0.0
4911.121,0.0,0.0
4911.123,0.0,0.0
4911.124,0.0,0.0
4911.124,0.0,0.0
4911.125,0.0,0.0
4911.126,0.0,0.0
4911.127,0.0,0.0
4911.128,0.0,0.0
4911.133,0.0,0.0
4911.135,0.0,0.0
4911.136,0.0,0.0
4911.137,0.0,0.0
4911.143,0.0,0.0
4911.144,0.0,0.0
4911.146,0.0,0.0
4911.147,0.0,0.0
4911.153,0.0,0.0
4911.154,0.0,0.0
4911.155,0.0,0.0
4911.157,0.0,0.0
4911.158,0.0,0.0
4911.16,0.0,0.0
4911.162,0.0,0.0
4911.163,0.0,0.0
4911.165,0.0,0.0
4911.168,0.0,0.0
4911.169,0.0,0.0
4911.171,0.0,0.0
4911.172,0.0,0.0
4911.176,0.0,0.0
4911.177,0.0,0.0
4911.178,0.0,0.0
4911.18,0.0,0.0
4911.181,0.0,0.0
4911.182,0.0,0.0
4911.184,0.0,0.0
4911.185,0.0,0.0
4911.187,0.0,0.0
4911.189,0.0,0.0
4911.19,0.0,0.0
4911.192,0.0,0.0
4911.193,0.0,0.0
4911.199,0.0,0.0
4911.201,0.0,0.0
4911.203,1.0,53.0
4911.204,1.0,0.0
4911.21,1.0,0.0
4911.21,1.0,0.0
4911.211,1.0,0.0
4911.212,1.0,0.0
4911.213,1.0,0.0
4911.214,1.0,0.0
4911.215,1.0,0.0
4911.216,1.0,0.0
4911.217,1.0,0.0
4911.218,1.0,0.0
4911.219,1.0,0.0
4911.219,1.0,0.0
4911.22,1.0,0.0
4911.221,1.0,0.0
4911.224,1.0,0.0
4911.225,1.0,0.0
4911.225,1.0,0.0
4911.226,1.0,0.0
4911.227,1.0,0.0
4911.228,1.0,0.0
4911.229,1.0,0.0
4911.234,1.0,0.0
4911.236,1.0,0.0
4911.237,1.0,0.0
4911.238,1.0,0.0
4911.242,1.0,0.0
4911.243,1.0,0.0
4911.245,1.0,0.0
4911.246,1.0,0.0
4911.247,1.0,0.0
4911.249,1.0,0.0
4911.25,1.0,0.0
4911.252,1.0,0.0
4911.253,1.0,0.0
4911.255,1.0,0.0
4911.257,1.0,0.0
4911.258,1.0,0.0
4911.259,1.0,0.0
4911.265,1.0,0.0
4911.266,1.0,0.0
4911.268,1.0,0.0
4911.269,1.0,0.0
4911.275,1.0,0.0
4911.276,1.0,0.0
4911.277,1.0,0.0
4911.279,1.0,0.0
4911.28,1.0,0.0
4911.282,1.0,0.0
4911.284,1.0,0.0
4911.285,1.0,0.0
4911.287,1.0,0.0
4911.29,1.0,0.0
4911.291,1.0,0.0
4911.293,1.0,0.0
4911.294,1.0,0.0
4911.298,1.0,0.0
4911.299,1.0,0.0
4911.3,1.0,0.0
4911.302,1.0,0.0
4911.304,-2.0,-62.0
4911.305,-2.0,0.0
4911.316,-2.0,0.0
4911.321,-2.0,0.0
4911.322,-2.0,0.0
4911.322,-2.0,0.0
4911.323,-2.0,0.0
4911.324,-2.0,0.0
4911.325,-2.0,0.0
4911.326,-2.0,0.0
4911.327,-2.0,0.0
4911.328,-2.0,0.0
4911.329,-2.0,0.0
4911.33,-2.0,0.0
4911.331,-2.0,0.0
4911.333,-2.0,0.0
4911.336,-2.0,0.0
4911.337,-2.0,0.0
4911.339,-2.0,0.0
4911.34,-2.0,0.0
4911.344,-2.0,0.0
4911.345,-2.0,0.0
4911.346,-2.0,0.0
4911.348,-2.0,0.0
4911.349,-2.0,0.0
4911.35,-2.0,0.0
4911.352,-2.0,0.0
4911.353,-2.0,0.0
4911.355,-3.0,-54.0
4911.357,-3.0,0.0
4911.361,-3.0,0.0
4911.368,-3.0,0.0
4911.369,-3.0,0.0
4911.371,-3.0,0.0
4911.372,-3.0,0.0
4911.377,-3.0,0.0
4911.379,-3.0,0.0
4911.38,-3.0,0.0
4911.382,-3.0,0.0
4911.387,-3.0,0.0
4911.388,-3.0,0.0
4911.39,-3.0,0.0
4911.391,-3.0,0.0
4911.393,-3.0,0.0
4911.395,-3.0,0.0
4911.396,-3.0,0.0
4911.398,-3.0,0.0
4911.399,-3.0,0.0
4911.402,-3.0,0.0
4911.405,-1.0,54.0
4911.406,-1.0,0.0
4911.411,-1.0,0.0
4911.412,-1.0,0.0
4911.413,-1.0,0.0
4911.414,-1.0,0.0
4911.414,-1.0,0.0
4911.415,-1.0,0.0
4911.416,-1.0,0.0
4911.417,-1.0,0.0
4911.418,-1.0,0.0
4911.418,-1.0,0.0
4911.419,-1.0,0.0
4911.42,-1.0,0.0
4911.421,-1.0,0.0
4911.423,-1.0,0.0
4911.423,-1.0,0.0
4911.424,-1.0,0.0
4911.425,-1.0,0.0
4911.426,-1.0,0.0
4911.427,-1.0,0.0
4911.427,-1.0,0.0
4911.433,-1.0,0.0
4911.434,-1.0,0.0
4911.436,-1.0,0.0
4911.437,-1.0,0.0
4911.442,-1.0,0.0
4911.444,-1.0,0.0
4911.445,-1.0,0.0
4911.447,-1.0,0.0
4911.448,-1.0,0.0
4911.45,-1.0,0.0
4911.452,-1.0,0.0
4911.453,-1.0,0.0
4911.455,-1.0,0.0
4911.458,-1.0,0.0
4911.459,-1.0,0.0
4911.461,-1.0,0.0
4911.462,-1.0,0.0
4911.466,-1.0,0.0
4911.467,-1.0,0.0
4911.468,-1.0,0.0
4911.47,-1.0,0.0
4911.471,-1.0,0.0
4911.472,-1.0,0.0
4911.474,-1.0,0.0
4911.475,-1.0,0.0
4911.477,-1.0,0.0
4911.479,-1.0,0.0
4911.48,-1.0,0.0
4911.482,-1.0,0.0
4911.483,-1.0,0.0
4911.489,-1.0,0.0
4911.49,-1.0,0.0
4911.491,-1.0,0.0
4911.493,-1.0,0.0
4911.494,-1.0,0.0
4911.5,-1.0,0.0
4911.501,-1.0,0.0
4911.502,-1.0,0.0
4911.504,-1.0,0.0
4911.51,2.0,53.0
4911.511,2.0,0.0
4911.522,2.0,0.0
4911.523,2.0,0.0
4911.524,2.0,0.0
4911.525,2.0,0.0
4911.527,2.0,0.0
4911.528,2.0,0.0
4911.53,2.0,0.0
4911.531,2.0,0.0
4911.537,2.0,0.0
4911.539,2.0,0.0
4911.54,2.0,0.0
4911.546,3.0,0.0
4911.547,3.0,0.0
4911.548,3.0,0.0
4911.55,3.0,0.0
4911.551,3.0,0.0
4911.554,3.0,0.0
4911.555,3.0,0.0
4911.556,3.0,0.0
4911.558,3.0,0.0
4911.561,3.0,0.0
4911.563,3.0,0.0
4911.564,3.0,0.0
4911.565,3.0,0.0
4911.569,3.0,0.0
4911.57,3.0,0.0
4911.572,3.0,0.0
4911.573,3.0,0.0
4911.574,3.0,0.0
4911.576,3.0,0.0
4911.577,3.0,0.0
4911.578,3.0,0.0
4911.58,4.0,53.0
4911.585,4.0,0.0
4911.603,4.0,0.0
4911.604,4.0,0.0
4911.605,4.0,0.0
4911.612,-1.0,-56.0
4911.613,-1.0,0.0
4911.624,-1.0,0.0
4911.627,-1.0,0.0
4911.629,-1.0,0.0
4911.63,-1.0,0.0
4911.631,-1.0,0.0
4911.635,-1.0,0.0
4911.636,-1.0,0.0
4911.638,-1.0,0.0
4911.639,-1.0,0.0
4911.64,-1.0,0.0
4911.642,-1.0,0.0
4911.643,-1.0,0.0
4911.644,-1.0,0.0
4911.646,-1.0,0.0
4911.648,-1.0,0.0
4911.65,-1.0,0.0
4911.651,-1.0,0.0
4911.652,-1.0,0.0
4911.658,-2.0,-52.0
4911.659,-2.0,0.0
4911.67,-2.0,0.0
4911.672,-2.0,0.0
4911.673,-2.0,0.0
4911.675,-2.0,0.0
4911.677,-2.0,0.0
4911.678,-2.0,0.0
