345343, -6.13, -18.55, -17.48, 9.70, 23.98, -3.10, -3.64 
345380, -3.80, 1.22, -17.46, 9.69, 24.76, -3.15, -3.17 
345417, -22.37, -21.44, -17.44, 9.70, 25.57, -5.06, -4.99 
345454, 21.55, 14.02, -17.45, 9.70, 26.51, -2.40, -3.09 
345491, -0.24, -2.65, -17.43, 9.72, 27.14, -2.17, -3.03 
345528, 1.14, -0.51, -17.43, 9.71, 27.46, -1.83, -2.78 
345565, -4.73, -2.46, -17.43, 9.72, 27.75, -2.12, -2.75 
345602, -4.14, 0.67, -17.42, 9.72, 27.93, -2.31, -2.40 
345639, -6.11, -3.84, -17.43, 9.74, 28.01, -2.71, -2.53 
345676, 12.68, 4.56, -17.42, 9.74, 28.07, -1.16, -1.82 
345713, 2.13, 1.19, -17.43, 9.76, 28.09, -0.83, -1.50 
345750, -3.92, -2.19, -17.44, 9.76, 28.00, -1.15, -1.57 
345787, 5.52, -4.53, -17.44, 9.76, 27.95, -0.48, -1.86 
345824, 4.92, 1.80, -17.43, 9.79, 27.89, 0.06, -1.48 
345861, 3.51, -1.77, -17.43, 9.79, 27.88, 0.40, -1.50 
345898, 9.60, 1.46, -17.42, 9.78, 27.92, 1.33, -1.21 
345935, -1.32, 1.53, -17.41, 9.80, 27.98, 1.08, -0.92 
345972, -1.94, 2.32, -17.42, 9.82, 28.02, 0.77, -0.58 
346009, 9.77, -1.19, -17.42, 9.81, 28.08, 1.67, -0.65 
346046, 2.05, -0.62, -17.42, 9.82, 28.09, 1.70, -0.64 
346083, -13.22, 3.87, -17.42, 9.87, 28.13, 0.22, -0.14 
346120, -17.17, -0.74, -17.42, 9.86, 28.14, -1.53, -0.21 
346157, 1.76, -0.81, -17.43, 9.88, 28.16, -1.21, -0.25 
346194, -2.57, 0.34, -17.45, 9.87, 28.21, -1.36, -0.20 
346231, -1.33, 0.72, -17.45, 9.88, 28.20, -1.36, -0.10 
346268, 5.30, 2.75, -17.44, 9.91, 28.34, -0.68, 0.22 
346305, -1.19, 0.45, -17.53, 9.90, 28.37, -0.82, 0.23 
346342, -0.42, 0.45, -17.58, 9.89, 28.36, -0.82, 0.24 
346379, -0.39, 0.73, -17.74, 9.89, 28.34, -0.93, 0.29 
346416, -3.77, 3.29, -18.04, 9.87, 28.48, -1.48, 0.57 
346453, -4.66, 1.13, -18.35, 9.87, 28.52, -2.07, 0.63 
346490, -0.56, 9.86, -18.54, 9.86, 28.77, -2.09, 1.54 
346527, 54.64, -74.30, -18.92, 9.87, 28.61, 3.24, -6.03 
346564, -16.34, -0.68, -19.09, 9.88, 28.64, 1.12, -5.49 
346601, -14.42, 0.55, -19.20, 9.90, 28.70, -0.53, -4.87 
346638, -16.22, 0.63, -19.45, 9.91, 28.69, -2.32, -4.31 
346675, -16.72, 0.28, -19.61, 9.93, 28.70, -3.91, -3.83 
346712, -19.61, 0.14, -19.85, 9.95, 28.65, -5.69, -3.42 
346749, -24.23, -1.10, -20.01, 9.96, 28.71, -7.69, -3.17 
346786, -22.48, -0.78, -20.09, 9.96, 28.76, -9.24, -2.93 
346823, -21.39, -2.22, -20.19, 9.98, 28.73, -10.55, -2.85 
346860, -27.94, -0.97, -20.37, 10.00, 28.74, -12.45, -2.64 
346897, -24.38, -0.67, -20.40, 10.01, 28.69, -13.67, -2.44 
346934, -26.01, -1.08, -20.50, 10.00, 28.68, -14.99, -2.31 
346971, -18.03, 5.00, -20.54, 9.99, 28.70, -15.33, -1.59 
347008, -25.54, -1.34, -20.58, 10.00, 28.71, -16.39, -1.56 
347045, -27.22, -0.75, -20.61, 10.01, 28.74, -17.50, -1.46 
347082, -26.60, -0.66, -20.59, 10.02, 28.75, -18.39, -1.37 
347119, -26.52, -0.77, -20.61, 10.03, 28.74, -19.22, -1.30 
